Filename,Original,Translate,Translate_GPT_1
fiore_14.csv,"Il lasso, chu’ ti piaque abandonare.",Il poveretto che ti piacque abbandonare,Il malcapitato che ti affascinò abbandonare
fiore_14.csv,Fa che nostre preghiere gli sian valute!».,che le nostre preghiere lo aiutino!,che le nostre invocationes lo sostengano!
fiore_15.csv,"Lo Schifo disse: «Giente messagiere,","La resistenza disse: ""Messaggeri nobili,"," andate!""La resistenza intonò: ""Nobili ambasciatori, muovetevi!"""
fiore_15.csv,Egli è ben dritto ch’a vostra domanda,È giusto che io acceda alla sua richiesta.,È legittimo che io prenda in considerazione la sua istanza.
fiore_15.csv,"I’ faccia grazia, e ragion lo comanda,","e lo faccia con grazie, la ragione lo ordina,","e lo faccia con gentilezza, la logica lo richiede."
fiore_15.csv,"Ché voi non siete orgolliose né fiere,","perché non siete né vani né orgogliosi,"," ma umiliPerché non siete né presuntuosi né arroganti, ma modesti."
fiore_15.csv,Ma siete molto nobili parliere.,Ma voi siete degli oratori molto nobili.,Voi siete dei parlatori di grande riguardo.
fiore_15.csv,"Vengha il valetto, e vada, a sua comanda,","Il giovane può venire e andare a volontà,","Il giovane può muoversi liberamente, venire e andare come desidera."
fiore_15.csv,"Ma non ched egli al Fior   sua mano ispanda,","ma a condizione che non cerchi di toccare il Fiore,",tuttavia a patto che non sfiori il Fiore.
fiore_15.csv,"Ch’a•cciò no•gli varrian vostre preghiere,",perché le tue preghiere non lo aiuteranno,perché le tue suppliche non lo sosterranno
fiore_15.csv,"Perciò che•lla figluola Cortesia,","Per questo la figlia di Lady Courtesy,"," Serena, ha chiesto aiutoIn conseguenza di ciò, la progenie della Signora Cortesia, Serena, ha invocato assistenza"
fiore_15.csv,"Bellacoglienza, ch’è dama del Fiore,","Bellaccoglienza, che è responsabile del Fiore,"," ha deciso di modificare i terminiBellaccoglienza, che è responsabile del Fiore, ha stabilito di variare i parametri."
fiore_15.csv,Sì ’l mi porebe a gran ricredentia.,Pensavo che le mie buone maniere.,Pensavo che i miei modi cortesi.
fiore_15.csv,Ma fate che•lla Dama al Die d’Amore,Ma fate che la dama del Dio dell'Amore,Ma fate che la Signora del Dio dell'Affetto
fiore_15.csv,Faccia a Bellacoglienza pregheria,faccia un appello a Bellaccoglieza,lancia un invito a Bellaccoglieza
fiore_15.csv,"Di lui, e che•lle schaldi un poco il core».",in modo che il suo cuore può essere riscaldato un po '.,in modo che il suo cuore possa essere rinvigorito un po'.
fiore_16.csv,"Quand’i’ vidi lo Schifo sì adolzito,","Quando ho visto come la Resistenza era mollificata,"," mi sono sentito triste.Quando ho constatato come la Resistenza era ammorbidita, mi sono sentito afflitto."
fiore_16.csv,"Che solev’esser più amar che fele,",che di solito era più amaro del fiel,che di solito era più aspro del veleno
fiore_16.csv,"Ed i’ ’l trova’ vie più dolcie che mele,","ma che ho trovato molto più dolce del miele,",ma che ho riscontrato assai più dolce del miele.
fiore_16.csv,Sapiate ch’i’ mi tenni per guerito.,Dovresti sapere che mi consideravo guarita.,Dovresti sapere che mi consideravo ristabilita.
fiore_16.csv,Nel giardin me n’andai molto gichito,Me ne andai nel giardino molto sottomesso,Me ne andai nel giardino molto obbediente.
fiore_16.csv,"Per dotta di misfar a quel crudele,","per paura di offendere quel crudele,"," non osò parlareper timore di urtare quel crudele, non ebbe il coraggio di dire una parola."
fiore_16.csv,E gli giurai a le sante,e gli ho giurato sui santi ,e gli ho promesso solennemente
fiore_16.csv,Ch’e’ per me non sarebe mai marrito.,"che,non sarebbe mai stato angosciato.","che,non sarebbe mai stato afflitto."
fiore_16.csv,Allor mi disse: «I’ vo’ ben che•ttu venghi,"Allora mi disse: ""Voglio davvero che tu venga.""","Allora mi disse: ""Vorrei ardentemente che tu venissi."""
fiore_16.csv,"Dentr’al giardin[o], sì com’e’ ti piace,","dentro al giardino, siccome ti piace,","all'interno del giardino, poiché ti piaceva."
fiore_16.csv,Ma’ che lungi dal Fior le tue man tenghi.,a patto che tu tenga le mani lontane dal Fiore.,a condizione che tu mantenga le dita alla larga dal Fiore.
fiore_16.csv,Le buone donne fatt’ànno far pacie,Le buone donne hanno stabilito la pace,Le brave signore hanno instaurato la concordia.
fiore_16.csv,"Tra me e te: or fa che•lla mantenghi,",tra me e te: ora assicurati di mantenere, il segretotra noi due ora assicurati di preservare l'intimità
fiore_16.csv,Sì che verso di me non sie fallacie».,in modo da non tradire la mia fiducia.,in modo da non infrangere la mia lealtà.
fiore_17.csv,"Venusso, ch’è socorso degli amanti,","Venere, che viene in soccorso degli innamorati,"," è un pianetaVenere, che assiste gli appassionati d'amore, è un globo"
fiore_17.csv,"Ven’ a Bellacoglienza col brandone,","è venuto da Bellaccoglienza con una torcia,",è arrivato da Bellaccoglienza con una lampada.
fiore_17.csv,"E’ si rechava,   a guisa di penone,",che teneva come una lancia,che impugnava come una picca
fiore_17.csv,Per avanpar chiunque l’è davanti.,per dare fuoco a tutti quelli che incontra.,per infiammare tutti quelli che incontra.
fiore_17.csv,"A voler racontar de’ suo’ senbianti,",A voler raccontare le sue sembianze,A voler descrivere le sue apparenze
fiore_17.csv,"E de la sua tranobile fazone,","e la sua nobile disposizione,","e la sua magnanimità,"
fiore_17.csv,Sarebe assai vie più lungo sermone,ci vorrebbe molto più tempo per dirlo,ci richiederebbe un'enormità di tempo per esprimerlo
fiore_17.csv,Ch’a sermonar la vita a tutti i santi.,che raccontare la vita di tutti i Santi.,narrare la biografia di ogni Santo.
fiore_17.csv,Quando Bellacoglienza sentì ’l caldo,Quando Bellaccoglienza sentito il caldo, abbraccio dell'amicaQuando Bellaccoglienza percepito l'affettuoso abbraccio della compagna.
fiore_17.csv,"Di quel brandon,   che così l’avanpava,","di quella fiaccola che la faceva ardere,",di quella lanterna che la faceva brillare.
fiore_17.csv,Sì tosto fu ’l su’ cuor col mio saldo.,subito il suo cuore si unì al mio;,immediatamente il suo cuore si fusse con il mio.
fiore_17.csv,"E Venusso, ch’a•cciò la confortava,","e Venere, che la esortava a questo,","e Venere, che la incitava a ciò,"
fiore_17.csv,"Si trasse verso lei col viso baldo,",si avvicinò a lei con viso potetente,Si avvicinò a lei con volto imponente.
fiore_17.csv,Diciendo che ve•me troppo fallava:,dicendo che era in colpa per me.,affermando che era responsabile per me.
fiore_18.csv,"«Tu falli tropo verso quell’Amante,»",Venere disse: Stai commettendo un grosso errore verso quell'amante ,Venere affermò: Stai commettendo un grave sbaglio nei confronti di quell'amante.
fiore_18.csv,"Disse Venusso «che cotanto t’ama,",disse Venere che ti ama tanto;,esclamò Venere che ti vuole bene tanto.
fiore_18.csv,"Néd i’ non so al mondo sì gran dama,",Non conosco nessuna grande signora al mondo,Non conosco nessuna donna di grande rilievo nel mondo.
fiore_18.csv,"Che di lui dovess’eser rifusante,",che di lui dovesse rifiutare:,che non dovesse accettarlo
fiore_18.csv,"Ch’egli è giovane, bello e avenante,","perché è giovane, bello e affascinante,"," tutti lo amanoGrazie al suo fascino, bellezza e giovane età, tutti hanno una grande simpatia per lui."
fiore_18.csv,"Cortese, franco e pro, di buona fama:","cortese, leale, audace e ben rispettato.","Cortese, leale, audace e ben rispettato sono qualità che vengono apprezzate da tutti."
fiore_18.csv,"Promettili un basciar, e a•tte ’l chiama,","Promettigli un bacio e chiamalo da te,",Promettigli un bacio e invitalo da te.
fiore_18.csv,Ch’e’ non à huon nel mondo più cielante».,perché nessuno al mondo è più discreto di lui.,poiché nessuno al mondo è più riservato di lui.
fiore_18.csv,Bellacoglienza disse: «I’ vo’ che vegnia,Bellaccoglienza disse: Voglio che venga, accoltoBellaccoglienza affermò: Desidero che sia accolto con favore
fiore_18.csv,"E basci il Fior, che tanto gli è piaciere,","e bacia il Fiore che piace così tanto,",accarezza la Pianta che piace tanto.
fiore_18.csv,"Ma ched e’ sagiamente si contegnia,",ma che saggiamente si contenga,ma che saggiamente si astenga
fiore_18.csv,"Che siate cierto, ch’e’ no•m’è spiaciere».",che siate certi che questo non è mio dispiacere,che siate sicuri che questo non è mio rincrescimento
fiore_18.csv,«Or gli ne manda alcuna buona ’nsegna»,Ora mandagli un buon segno,Invia un buon presagio a lui adesso
fiore_18.csv,"Disse Venùs, «e fagliele a sapere».",Disse Venere e fagli sapere,Affermò Venere e informalo
fiore_19.csv,Per Bel-Senbiante e per Dolze-Riguardo,per bella apparenza e per dolce sguardo,per attraente esteriorità e per amabile occhiata
fiore_19.csv,Mi mandò la piaciente ch’i’ andasse,mi ha informato che io andassi,mi ha informato che io dovessi andare
fiore_19.csv,"Nel su’ giardin, e ch’io il Fior basciase,",nel sul giardino e che baciassi il Fiore,nel giardino e che baciasse la Fioritura
fiore_19.csv,"Né non portasse   già lancia né dardo,","di non portare né lance né frecce,",di non introdurre né armi né dardi
fiore_19.csv,Ché lo Schifo era fatto sì codardo,perché la Resistenza era diventata così codarda,?Perché la Resistenza era diventata così viltrosa?
fiore_19.csv,Ch’e’ non mi bisogniava ch’i ’l dottasse.,non c'era bisogno che io lo temessi;,Non c'era motivo di aver paura di lui.
fiore_19.csv,"Ma tuttor non volea ched i’ v’entrasse,",ma tuttora non voleva che io vi entrassi,ma tuttora non desiderava che io vi penetrassi
fiore_19.csv,"Sed e’ non fosse nocte ben a tardo,",A meno che non fosse molto tardi di notte.,A salvo che non fosse particolarmente tarda ore notturne.
fiore_19.csv,Perciò che Chastità e Gielosia,perciò che castità e gelosia,di conseguenza che pudicizia e invidia
fiore_19.csv,Sì ànno messo Paura e Vergognia,anno affidato a paura e vergogna,anno incombente con timore e imbarazzo
fiore_19.csv,"In le’ guardar, che non faccia follia,","di guardare lei, che non faccia una follia","osservare lei, che non commetta una sciocchezza"
fiore_19.csv,"Ed un villan, che truov’ognie menzognia,",ed un villano che trova ogni menzogna,è un malvagio che trova ogni falsità
fiore_19.csv,"La guarda, il qual fu nato in Normandia:","la guarda, il quale fun nato in Normandia","La guardia, il cui funzionamento è nato in Normandia."
fiore_19.csv,"Malabocha, «Que’ c’ognie mal sanpogna».","Malabocha, che è la fonte di ogni male.","Malefica, che è la sorgente di ogni malvagità."
fiore_20.csv,"Udendo quella nobile novella,",udendo quella nobile storia,ascoltando quella illustre narrazione
fiore_20.csv,"Che que’ gienti messagi m’aportaro,","mi sono stati portati da quei messaggeri,",Io sono stato condotto da quei emissari.
fiore_20.csv,Sì forte mente il cuor   mi confortaro,Ho provato tanta consolazione nel mio cuore.,Ho sperimentato una grande consolazione nella mia anima.
fiore_20.csv,Che di gioia perde’ quasi la favella.,che per gioia ho quasi perso il potere della parola.,che per esultanza ho quasi smarrito la capacità di parlare.
fiore_20.csv,"Nel giardin me n’anda’ tutto ’n gonella,","Nel giardino sono entrato nella mia gonella,",Nel giardino sono entrato nella mia capanna.
fiore_20.csv,"Sanz’armadura, com’e’ comandaro,","senza armi, come avevano comandato.","disarmati, come prescritto."
fiore_20.csv,E sì trovai quella col viso chiaro.,e ho trovato quella con il viso chiaro,E ho scoperto quella con il volto pallido
fiore_20.csv,"Bellacoglienza tosto a•ssé m’apella,",Bellaccoglienza subito mi chiamo,"Accolgo immediatamente, il mio nome è"
fiore_20.csv,"E disse: «Vien avanti e bascia ’l Fiore,","e disse: ""Vieni avanti e bacia il Fiore;","e disse: ""Avanzati e accarezza il Fiore."
fiore_20.csv,"Ma guarda di far cosa che mi spiaccia,","ma guarda di non fare nulla che mi dispiaccia,",ma assicurati di non fare nulla che mi causi rammarico.
fiore_20.csv,Ché•ttu ne perderesti ognie mio amore».,perché perderesti tutto il mio amore.,perché smarriresti ogni traccia del mio affetto.
fiore_20.csv,"Sì ch’i’ alor feci croce de le braccia,","si che allora feci di incrociare le braccia,",allora mi appoggiai le mani sui fianchi
fiore_20.csv,E sì ’l basciai co•molto gran tremore.,"e baciò il Fiore con grande tremore,",e abbracciò il Fiore con grande trepidazione.
fiore_20.csv,Sì forte ridottava suo minaccia.,cosi spaventato dalla sua minaccia,così terrorizzato dalla sua intimidazione
fiore_21.csv,Del molto olor ch’al cor m’entrò basciando,del molto profumo che nel cuore mi entrò mentre baciavo,dell'intenso aroma che mi pervase l'anima mentre baciavo
fiore_21.csv,"Quel pretioso Fior, che tanto aulia,",quel prezioso fiore che tanto è profumato,quel florido petalo che tanto è fragrante
fiore_21.csv,Contar né dir per me non si poria.,Non sono in grado di parlare o dire;,Non sono in grado di esprimermi o proferire.
fiore_21.csv,Ma dirò come ’l mar s’andò   turbando,ma dirò come il mare è diventato tempestoso,ma descriverò come il mare è diventato agitato
fiore_21.csv,"Per MalaBocha, quel ladro normando,","per Malabocha, quel ladro normanno,"," era una vera e propria sfidaPer Malabocha, quel brigante normanno, era una reale provocazione."
fiore_21.csv,Che se n’avide e svegliò Gielosia,che vide l'evento e risvegliò la gelosia,che osservò l'episodio e suscitò la rivalità.
fiore_21.csv,"E Chastità, ché ciaschuna dormia,","e la castità, che ciascuna dormiva","e la purezza, che ognuna riposava"
fiore_21.csv,Perch’i’ fu’ del giardin rimesso in bando.,percui fui cacciato nuovamente dal giardino,Perciò fui espulso di nuovo dal giardino.
fiore_21.csv,"E sì vi conterò de la forteza,",E ora vi racconterò della fortezza,Ora vi illustrerò la fortezza.
fiore_21.csv,"Dove Bellacoglienza fu ’n prigione,",dove Bellaccoglienza fu in prigione,dove Bellaccoglienza fu detenuto
fiore_21.csv,Ch’Amor abatté poi per su’ prodezza;,quello che l'Amore ha distrutto con la sua forza.,ciò che l'Amore ha sgretolato con la sua vigoria.
fiore_21.csv,E come Schifo mi tornò fellone,e come la Resistenza è diventata ostile,e come la Resistenza si è fatta ostile
fiore_21.csv,E lungo tenpo mi tene in distreza;,"e mi tenne in angoscia per molto tempo,",e mi provocò una profonda inquietudine per lungo periodo.
fiore_21.csv,E come ritornò a me Ragione.,e come la Ragione è ritornata da me.,e come la Ragionevolezza è riaffiorata da me.
fiore_22.csv,"Castità, che da Veno è guereggiata,","Castità, contro la quale Venere fa la guerra,"," è la virtù più bellaPudicizia, contro la quale Venere fa battaglia, è l'eccellenza tra le qualità."
fiore_22.csv,"Sì disse a Gielosia: «Per Dio, merzede!","Disse così alla gelosia: ""Nel nome di Dio, abbi pietà!","Disse così alla invidia: ""Nel nome di Dio, mostra misericordia!"
fiore_22.csv,"S’a questo fatto l’uon non ci provede,",se a questo fatto uno non provvede,se questo fatto uno non si prende cura
fiore_22.csv,I’ potre’ ben tosto esere adontata.,Potrei presto soffrire di vergogna.,Potrei presto patire di umiliazione.
fiore_22.csv,"Vergognia e Paura m’ànno abandonata,",vergogna e paura mi hanno abbandonato;,disdoro e trepidazione mi hanno lasciato.
fiore_22.csv,"In quello Schifo foll’è chi si crede,",in quella resistenza in cui si crede,in quella convinta fede
fiore_22.csv,Ch’i’ son ciertana   ch’e’ non ama a fede,"perché sono certo che non ama fedelmente,",Perché sono sicuro che non ama con lealtà.
fiore_22.csv,Po’ del giardin sì mal guardò l’entrata.,poi ha guardato l'ingresso del giardino così male.,poi ha osservato l'entrata del giardino così male.
fiore_22.csv,"Onde vo’ siete  la miglior guardiana,",dove voi siete la miglior guardiana,dove voi siete la più fidata custode
fiore_22.csv,Ch’i’ ’n esto mondo potese trovare:,che questo mondo potesse trovare, la paceche questo mondo potesse raggiungere l'armonia
fiore_22.csv,Gran luogo avete in  Lonbardia e ’n Toschana.,Siete ben noti in Lombardia e in Toscana.,Siete celebri in Lombardia e in Toscana.
